State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount,Region
Meghalaya,2018,3,Merchant payments,5802,5458930.689,North-Eastern Region
Meghalaya,2018,3,Financial Services,748,552674.5783,North-Eastern Region
Meghalaya,2018,3,Others,2283,2149872.756,North-Eastern Region
Meghalaya,2018,4,Recharge & bill payments,82962,18100891.64,North-Eastern Region
Meghalaya,2018,4,Peer-to-peer payments,58952,301941442.7,North-Eastern Region
Meghalaya,2018,4,Merchant payments,15768,14434314.19,North-Eastern Region
Meghalaya,2018,4,Financial Services,763,190875.1885,North-Eastern Region
Meghalaya,2018,4,Others,2687,2918155.28,North-Eastern Region
Meghalaya,2019,1,Recharge & bill payments,98817,23006751.8,North-Eastern Region
Meghalaya,2019,1,Peer-to-peer payments,90694,358932132.1,North-Eastern Region
Meghalaya,2019,1,Merchant payments,16073,14297275.23,North-Eastern Region
Meghalaya,2019,1,Financial Services,659,62335.06475,North-Eastern Region
Meghalaya,2019,1,Others,2498,2738667.958,North-Eastern Region
Meghalaya,2019,2,Recharge & bill payments,108812,27248605.43,North-Eastern Region
Meghalaya,2019,2,Peer-to-peer payments,97407,446537199.2,North-Eastern Region
Meghalaya,2019,2,Merchant payments,22588,15600927.01,North-Eastern Region
Meghalaya,2019,2,Financial Services,460,106800.7531,North-Eastern Region
Meghalaya,2019,2,Others,3019,3437756.745,North-Eastern Region
Meghalaya,2019,3,Recharge & bill payments,155949,38916251.42,North-Eastern Region
Meghalaya,2019,3,Peer-to-peer payments,116168,546221812.7,North-Eastern Region
Meghalaya,2019,3,Merchant payments,31201,23461321.89,North-Eastern Region
Meghalaya,2019,3,Financial Services,421,584192.9488,North-Eastern Region
Meghalaya,2019,3,Others,2811,3035023.204,North-Eastern Region
Meghalaya,2019,4,Recharge & bill payments,175084,43611775.03,North-Eastern Region
Meghalaya,2019,4,Peer-to-peer payments,163734,670870023.4,North-Eastern Region
Meghalaya,2019,4,Merchant payments,24430,25344714.51,North-Eastern Region
Meghalaya,2019,4,Financial Services,382,124511.6361,North-Eastern Region
Meghalaya,2019,4,Others,2351,2485447.193,North-Eastern Region
Meghalaya,2020,1,Recharge & bill payments,226214,59666071.22,North-Eastern Region
Meghalaya,2020,1,Peer-to-peer payments,216022,1013733312,North-Eastern Region
Meghalaya,2020,1,Merchant payments,57245,44125206.35,North-Eastern Region
Meghalaya,2020,1,Financial Services,473,402779.8903,North-Eastern Region
Meghalaya,2020,1,Others,2329,2207471.061,North-Eastern Region
Meghalaya,2020,2,Recharge & bill payments,382662,100570200.3,North-Eastern Region
Meghalaya,2020,2,Peer-to-peer payments,202270,998750895.9,North-Eastern Region
Meghalaya,2020,2,Merchant payments,46014,48980521.42,North-Eastern Region
Meghalaya,2020,2,Financial Services,1186,2944583.115,North-Eastern Region
Meghalaya,2020,2,Others,3263,2488953.644,North-Eastern Region
Meghalaya,2020,3,Recharge & bill payments,342484,97662913.13,North-Eastern Region
Meghalaya,2020,3,Peer-to-peer payments,194448,1065012682,North-Eastern Region
Meghalaya,2020,3,Merchant payments,55595,67511647.13,North-Eastern Region
Meghalaya,2020,3,Financial Services,1587,4049966.813,North-Eastern Region
Meghalaya,2020,3,Others,3465,2821792.588,North-Eastern Region
Meghalaya,2020,4,Recharge & bill payments,350006,102794647.8,North-Eastern Region
Meghalaya,2020,4,Peer-to-peer payments,286252,1579858348,North-Eastern Region
Meghalaya,2020,4,Merchant payments,111471,115136797.6,North-Eastern Region
Meghalaya,2020,4,Financial Services,1809,2774557.112,North-Eastern Region
Meghalaya,2020,4,Others,4470,3678221.666,North-Eastern Region
Meghalaya,2021,1,Peer-to-peer payments,326993,1794745857,North-Eastern Region
Meghalaya,2021,1,Recharge & bill payments,306634,106098525.7,North-Eastern Region
Meghalaya,2021,1,Merchant payments,108805,147747773,North-Eastern Region
Meghalaya,2021,1,Financial Services,1777,3981898.046,North-Eastern Region
Meghalaya,2021,1,Others,3437,2941223.95,North-Eastern Region
Meghalaya,2021,2,Recharge & bill payments,389959,129031455.7,North-Eastern Region
Meghalaya,2021,2,Peer-to-peer payments,366411,1885041504,North-Eastern Region
Meghalaya,2021,2,Merchant payments,147406,173894963,North-Eastern Region
Meghalaya,2021,2,Financial Services,1766,2306496.855,North-Eastern Region
Meghalaya,2021,2,Others,4052,3342835.527,North-Eastern Region
Meghalaya,2021,3,Peer-to-peer payments,473274,2348008593,North-Eastern Region
Meghalaya,2021,3,Recharge & bill payments,418429,144363692.8,North-Eastern Region
Meghalaya,2021,3,Merchant payments,199427,270311210.9,North-Eastern Region
Meghalaya,2021,3,Financial Services,1556,2379067.115,North-Eastern Region
Meghalaya,2021,3,Others,5045,3937887.554,North-Eastern Region
Meghalaya,2021,4,Peer-to-peer payments,669693,3233210262,North-Eastern Region
Meghalaya,2021,4,Recharge & bill payments,447310,165277548.5,North-Eastern Region
Meghalaya,2021,4,Merchant payments,314445,442464385,North-Eastern Region
Meghalaya,2021,4,Financial Services,1989,2464327.924,North-Eastern Region
Meghalaya,2021,4,Others,6756,5348877.037,North-Eastern Region
Meghalaya,2022,1,Peer-to-peer payments,801009,3899172009,North-Eastern Region
Meghalaya,2022,1,Recharge & bill payments,459530,192026788.6,North-Eastern Region
Meghalaya,2022,1,Merchant payments,405859,563004043.9,North-Eastern Region
Meghalaya,2022,1,Financial Services,2134,3019251.86,North-Eastern Region
Meghalaya,2022,1,Others,6218,5116238.236,North-Eastern Region
Meghalaya,2022,2,Peer-to-peer payments,977816,4359000096,North-Eastern Region
Meghalaya,2022,2,Merchant payments,591364,714995836.6,North-Eastern Region
Meghalaya,2022,2,Recharge & bill payments,467745,200896879.7,North-Eastern Region
Meghalaya,2022,2,Financial Services,1880,2406087.095,North-Eastern Region
Meghalaya,2022,2,Others,5844,4192522.345,North-Eastern Region
Meghalaya,2022,3,Peer-to-peer payments,2050942,7796315454,North-Eastern Region
Meghalaya,2022,3,Merchant payments,1486098,1468318733,North-Eastern Region
Meghalaya,2022,3,Recharge & bill payments,810017,330230375.9,North-Eastern Region
Meghalaya,2022,3,Financial Services,3504,3106775.386,North-Eastern Region
Meghalaya,2022,3,Others,8604,5329459.166,North-Eastern Region
Meghalaya,2022,4,Peer-to-peer payments,1901671,7328913724,North-Eastern Region
Meghalaya,2022,4,Merchant payments,1334431,1381013597,North-Eastern Region
Meghalaya,2022,4,Recharge & bill payments,685678,278377945.4,North-Eastern Region
Meghalaya,2022,4,Financial Services,3544,3564357.12,North-Eastern Region
Meghalaya,2022,4,Others,7124,4671532.631,North-Eastern Region
Mizoram,2018,1,Recharge & bill payments,10155,2199565.259,North-Eastern Region
Mizoram,2018,1,Peer-to-peer payments,6845,41186717.28,North-Eastern Region
Mizoram,2018,1,Merchant payments,616,1066002.167,North-Eastern Region
Mizoram,2018,1,Financial Services,260,65022.49897,North-Eastern Region
Mizoram,2018,1,Others,685,709912.7728,North-Eastern Region
Mizoram,2018,2,Recharge & bill payments,13550,3107406.502,North-Eastern Region
Mizoram,2018,2,Peer-to-peer payments,11427,77040044.25,North-Eastern Region
Mizoram,2018,2,Merchant payments,1310,2368711.976,North-Eastern Region
Mizoram,2018,2,Financial Services,167,60939.77305,North-Eastern Region
Mizoram,2018,2,Others,597,931303.0543,North-Eastern Region
Mizoram,2018,3,Peer-to-peer payments,18564,108783543.9,North-Eastern Region
Mizoram,2018,3,Recharge & bill payments,17610,4050433.596,North-Eastern Region
Mizoram,2018,3,Merchant payments,2310,2952533.8,North-Eastern Region
Mizoram,2018,3,Financial Services,240,43891.23943,North-Eastern Region
Mizoram,2018,3,Others,592,770335.5795,North-Eastern Region
Mizoram,2018,4,Peer-to-peer payments,26212,177049162.1,North-Eastern Region
Mizoram,2018,4,Recharge & bill payments,24533,5523702.976,North-Eastern Region
Mizoram,2018,4,Merchant payments,3699,6911586.608,North-Eastern Region
Mizoram,2018,4,Financial Services,145,35654.18338,North-Eastern Region
Mizoram,2018,4,Others,653,906746.631,North-Eastern Region
Mizoram,2019,1,Peer-to-peer payments,35126,204183867.4,North-Eastern Region
Mizoram,2019,1,Recharge & bill payments,30327,6760113.704,North-Eastern Region
Mizoram,2019,1,Merchant payments,3984,6470456.032,North-Eastern Region
Mizoram,2019,1,Financial Services,133,33512.39607,North-Eastern Region
Mizoram,2019,1,Others,736,712945.8536,North-Eastern Region
Mizoram,2019,2,Peer-to-peer payments,37364,233471780,North-Eastern Region
Mizoram,2019,2,Recharge & bill payments,31903,7823562.398,North-Eastern Region
Mizoram,2019,2,Merchant payments,5646,5889316.861,North-Eastern Region
Mizoram,2019,2,Financial Services,80,14455.38099,North-Eastern Region
Mizoram,2019,2,Others,678,817593.4915,North-Eastern Region
Mizoram,2019,3,Recharge & bill payments,49073,12966806.7,North-Eastern Region
Mizoram,2019,3,Peer-to-peer payments,42645,257538220.2,North-Eastern Region
Mizoram,2019,3,Merchant payments,5560,7397529.021,North-Eastern Region
Mizoram,2019,3,Financial Services,94,72985.31151,North-Eastern Region
Mizoram,2019,3,Others,722,818358.6945,North-Eastern Region
Mizoram,2019,4,Recharge & bill payments,60511,16857122.31,North-Eastern Region
Mizoram,2019,4,Peer-to-peer payments,57109,341664291.5,North-Eastern Region
Mizoram,2019,4,Merchant payments,6939,9451111.139,North-Eastern Region
Mizoram,2019,4,Financial Services,100,20966.33331,North-Eastern Region
Mizoram,2019,4,Others,580,695859.3608,North-Eastern Region
Mizoram,2020,1,Recharge & bill payments,85067,24356294.59,North-Eastern Region
Mizoram,2020,1,Peer-to-peer payments,57916,356260523.2,North-Eastern Region
Mizoram,2020,1,Merchant payments,9961,10404414.59,North-Eastern Region
Mizoram,2020,1,Financial Services,119,283854.3188,North-Eastern Region
Mizoram,2020,1,Others,546,772492.6204,North-Eastern Region
Mizoram,2020,2,Recharge & bill payments,127592,37504550.78,North-Eastern Region
Mizoram,2020,2,Peer-to-peer payments,60021,404110075.1,North-Eastern Region
Mizoram,2020,2,Merchant payments,10056,14627463.66,North-Eastern Region
Mizoram,2020,2,Financial Services,244,434960.2799,North-Eastern Region
Mizoram,2020,2,Others,549,516383.6344,North-Eastern Region
Mizoram,2020,3,Recharge & bill payments,132664,40941077.03,North-Eastern Region
Mizoram,2020,3,Peer-to-peer payments,99644,634560147.4,North-Eastern Region
Mizoram,2020,3,Merchant payments,20934,30693648.24,North-Eastern Region
Mizoram,2020,3,Financial Services,535,824864.5131,North-Eastern Region
Mizoram,2020,3,Others,926,924438.3715,North-Eastern Region
Mizoram,2020,4,Peer-to-peer payments,141038,887252744.1,North-Eastern Region
Mizoram,2020,4,Recharge & bill payments,140297,45386403.17,North-Eastern Region
Mizoram,2020,4,Merchant payments,39676,52094800.57,North-Eastern Region
Mizoram,2020,4,Financial Services,607,855201.5881,North-Eastern Region
Mizoram,2020,4,Others,989,932966.3003,North-Eastern Region
Mizoram,2021,1,Peer-to-peer payments,156386,982955112.2,North-Eastern Region
Mizoram,2021,1,Recharge & bill payments,128055,45558278.22,North-Eastern Region
Mizoram,2021,1,Merchant payments,43511,70289687.95,North-Eastern Region
Mizoram,2021,1,Financial Services,648,1330632.979,North-Eastern Region
Mizoram,2021,1,Others,975,971875.6084,North-Eastern Region
Mizoram,2021,2,Peer-to-peer payments,173064,995581952.9,North-Eastern Region
Mizoram,2021,2,Recharge & bill payments,161763,56059844.24,North-Eastern Region
Mizoram,2021,2,Merchant payments,57877,69528721.4,North-Eastern Region
Mizoram,2021,2,Financial Services,611,710657.5066,North-Eastern Region
Mizoram,2021,2,Others,1025,993297.2509,North-Eastern Region
Mizoram,2021,3,Peer-to-peer payments,224873,1290523196,North-Eastern Region
Mizoram,2021,3,Recharge & bill payments,177281,67493206.62,North-Eastern Region
Mizoram,2021,3,Merchant payments,74553,113697005.9,North-Eastern Region
Mizoram,2021,3,Financial Services,522,806905.9729,North-Eastern Region
Mizoram,2021,3,Others,1300,1228335.458,North-Eastern Region
Mizoram,2021,4,Peer-to-peer payments,272209,1545255603,North-Eastern Region
Mizoram,2021,4,Recharge & bill payments,179405,67548806.85,North-Eastern Region
Mizoram,2021,4,Merchant payments,99265,154183940.7,North-Eastern Region
Mizoram,2021,4,Financial Services,695,2202285.708,North-Eastern Region
Mizoram,2021,4,Others,1755,1475104.828,North-Eastern Region
Mizoram,2022,1,Peer-to-peer payments,302740,1691281090,North-Eastern Region
Mizoram,2022,1,Recharge & bill payments,190137,76541062.34,North-Eastern Region
Mizoram,2022,1,Merchant payments,109669,174157725.4,North-Eastern Region
Mizoram,2022,1,Financial Services,731,1657575.283,North-Eastern Region
Mizoram,2022,1,Others,1640,1521510.587,North-Eastern Region
Mizoram,2022,2,Peer-to-peer payments,332102,1739114390,North-Eastern Region
Mizoram,2022,2,Recharge & bill payments,172281,70775723.35,North-Eastern Region
Mizoram,2022,2,Merchant payments,137279,191484723.8,North-Eastern Region
Mizoram,2022,2,Financial Services,656,801633.2115,North-Eastern Region
Mizoram,2022,2,Others,1659,1010096.481,North-Eastern Region
Mizoram,2022,3,Peer-to-peer payments,349715,1665955695,North-Eastern Region
Mizoram,2022,3,Recharge & bill payments,156874,68463689.8,North-Eastern Region
Mizoram,2022,3,Merchant payments,150320,209934220.3,North-Eastern Region
Mizoram,2022,3,Financial Services,802,880187.5513,North-Eastern Region
Mizoram,2022,3,Others,1327,1031819.444,North-Eastern Region
Mizoram,2022,4,Peer-to-peer payments,378295,1750113148,North-Eastern Region
Mizoram,2022,4,Merchant payments,164389,222455759.2,North-Eastern Region
Mizoram,2022,4,Recharge & bill payments,148573,63477925.04,North-Eastern Region
Mizoram,2022,4,Financial Services,932,949850.1989,North-Eastern Region
Mizoram,2022,4,Others,1585,914402.5369,North-Eastern Region
Nagaland,2018,1,Recharge & bill payments,28198,5361675.55,North-Eastern Region
Nagaland,2018,1,Peer-to-peer payments,11631,69830122.02,North-Eastern Region
Nagaland,2018,1,Merchant payments,822,1170667.415,North-Eastern Region
Nagaland,2018,1,Financial Services,399,299016.7346,North-Eastern Region
Nagaland,2018,1,Others,1795,1344409.366,North-Eastern Region
Nagaland,2018,2,Recharge & bill payments,41959,9139467.704,North-Eastern Region
Nagaland,2018,2,Peer-to-peer payments,20099,140193107.7,North-Eastern Region
Nagaland,2018,2,Merchant payments,1529,2293935.491,North-Eastern Region
Nagaland,2018,2,Financial Services,379,153458.5232,North-Eastern Region
Nagaland,2018,2,Others,1633,1545608.465,North-Eastern Region
Nagaland,2018,3,Recharge & bill payments,54885,12664922.72,North-Eastern Region
Nagaland,2018,3,Peer-to-peer payments,33930,223964723.2,North-Eastern Region
Nagaland,2018,3,Merchant payments,3518,3631042.278,North-Eastern Region
Nagaland,2018,3,Financial Services,460,125171.6185,North-Eastern Region
Nagaland,2018,3,Others,1578,1406883.165,North-Eastern Region
Nagaland,2018,4,Recharge & bill payments,72881,16615511.42,North-Eastern Region
Nagaland,2018,4,Peer-to-peer payments,53723,358926253.4,North-Eastern Region
Nagaland,2018,4,Merchant payments,10350,10500634.79,North-Eastern Region
Nagaland,2018,4,Financial Services,587,216127.4085,North-Eastern Region
Nagaland,2018,4,Others,1792,1754940.491,North-Eastern Region
Nagaland,2019,1,Recharge & bill payments,87596,20020458.08,North-Eastern Region
Nagaland,2019,1,Peer-to-peer payments,71642,411855878.2,North-Eastern Region
Nagaland,2019,1,Merchant payments,7306,8187940.322,North-Eastern Region
Nagaland,2019,1,Financial Services,430,101072.8977,North-Eastern Region
Nagaland,2019,1,Others,1605,1776362.866,North-Eastern Region
Nagaland,2019,2,Recharge & bill payments,92492,21350211.08,North-Eastern Region
Nagaland,2019,2,Peer-to-peer payments,81065,487705354.5,North-Eastern Region
Nagaland,2019,2,Merchant payments,12949,8990954.08,North-Eastern Region
Nagaland,2019,2,Financial Services,286,129758.0026,North-Eastern Region
Nagaland,2019,2,Others,1961,1890404.533,North-Eastern Region
Nagaland,2019,3,Recharge & bill payments,145812,33293527.93,North-Eastern Region
